year,sample_event_date,sample_event_date_edb,sample_year,Nili_id,mb_id,edb_id,Movebank_study,mb_study,transm_id,deploy_on,deploy_off,no_tag_days,wing_tag,wing_tag_color,origin,birth_year,age_class,sex,location,wild_caged,result,pos_neg_1,speciesR,seq_quality,species1,homology,bases,species2,homology,bases,PCR_Number_oldtemp,Sample_Number,HyLab_Order,Primer,Date_Sent,Homology_1st_match,,Homology_2nd_match,,HyLab_Order,Primer,Date_Sent,Aligned_Homology,,Gel_Batch,pos_neg,remark,PCR_+_GEL_Number_(Miranda),Sample_Number,HyLab_Order,Primer,Date_Sent,Homology_1st_Match,,Homology_2nd_Match,,,Hylab_Order,Primer,Date_Sent,,,,
2021,13-Sep-21,2021-09-13,2021,xena,J15w,J15w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202396,08-Sep-20,21-Oct-21,408,J15,white,Wild,2012,ad,NA,Negev,wild,,neg,,,,,,,,,13,SB23,480649,GPF_F,2021-05-23,myco. Sp strain I23,0.97,,,481918,MGSO_R,,Myco I23,0.97,1,neg,,13,SB23,drop too low,,,,,,,,,,,,,,
2021,13-Sep-21,2021-09-13,2021,kat,J12w,J12w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202369,08-Sep-20,,,J12 ,white,Wild,2014,ad,f,Negev,wild,,neg,,,,,,,,,24,SB32,480649,GPF_F,2021-05-23,unknown,,,,,,,,,1,neg,,24,SB32,,,,,,,,,,,,,,not found,
2021,13-Sep-21,2021-09-13,2021,jill,J11w,J11w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202370,04-Sep-20,,,J11,white,Wild,2018,sub,m,Negev,wild,,neg,,,,,,,,,17,SB18,480649,GPF_F,2021-05-23,viribacillus,,,,,,,,,1,neg,,17,SB18,,,,,,,,,,,,,,,
2021,13-Sep-21,2021-09-13,2021,jog,J06w,J06w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202376,24-Sep-20,,,J06 ,white,Wild,2017,ad,f,Negev,wild,,pos,,,myco. 005,0.99,882/886,myco. 1449 ,0.99,878/886,23,SB33,480649,GPF_F,2021-05-23,myco. 005,0.93,,,481918,MGSO_R,,cannot assemble,,1,pos,,23,SB33,481926,MGSO_R,45144,myco. 005,0.98,,,,,,,,,myco 005,
2021,07-Oct-21,2021-10-07,2021,tennessee,E07w,E07w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,213553,13-Sep-21,24-Oct-21,41,E07,white ,Wild,2006,ad,m,Negev,wild,,pos,,,myco. 47802B,0.95,,myco. M222-5,0.95,,,,,,,,,,,,,,,,2,pos,,69,SB60,487648,MGSO_R,2013-07-23,myco. 47802B,0.95,myco. M222-5,0.95,,,,,,,,
2021,22-Oct-21,2021-10-22,2021,aliwal,A78w,A78w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202374,24-Sep-20,,,A78,white,Wild,2020,sub,m,Negev,wild,,pos,vulturii,,vulturii,0.99,,,,,,,,,,,,,,,,,,,2,pos,,54,SB84,486414,MGSO_R,45023,vulturii,0.99,vulturii,0.99,,,,,,,,
2021,13-Sep-21,2021-09-13,2021,assegais,A53w,A53w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202382,13-Sep-21,20-May-22,249,A53,white,Wild,2020,sub,NA,Negev,wild,,neg,,,,,,,,,26,SB30,480649,GPF_F,2021-05-23,uncultured firmicutes,,,,481918,MGSO_R,,uncultured rumen,,1,neg,,26,SB30,,,,,,,,,,,,,,uncultured firmicutes ,
2021,07-Oct-21,2021-10-07,2021,tikishla,A15w,A15w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202392,14-Sep-20,,,A15,white,Wild,2006,ad,m,Negev,wild,,pos,MV120BA,,myco. MV120BA,0.98,,myco. 48620KC,0.97,,,,,,,,,,,,,,,,2,pos,,66,SB78,486414,MGSO_R,45023,myco. MV120BA,0.98,myco. 48620KC,0.97,,,,,,,,
2021,07-Oct-21,2021-10-07,2021,abel,A05w,A05w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202368,08-Sep-20,,,A05,white,Wild,2016,ad,NA,Negev,wild,,pos,Sp18b,,myco. Sp18b,0.95,,myco. 27639,0.94,,myco. Sp18b,0.95,myco. 27639,0.94,,,,,,,,,,,2,pos,,76,SB69,486414,MGSO_R,45023,myco. Sp18b,0.95,myco. 27639,0.94,,,,,,,,
2021,13-Sep-21,2021-09-13,2021,caine,A03w,A03w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202398,08-Sep-20,,,A03,white,Wild,2016,ad,f,Negev,wild,,pos,synovia,,M. synoviae,0.99,940/946,,,,18,SB17,480649,GPF_F,2021-05-23,unknown,,,,481918,MGSO_R,,cannot assemble,,1,pos,,18,SB17,484751,MGSO_R,2021-06-23,myco. Syno HN01,0.99,myco. Syno NCTC,0.99,,,,,,,,
2021,09-Nov-21,2021-11-09,2021,caine,A03w,A03w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202398,08-Sep-20,,,A03,white,Wild,2016,ad,f,Negev,wild,,pos,,,myco. Sp18b,0.99,,myco. 27639,0.99,,,,,,,,,,,,,,,,2,pos,,58,SB89,486414,MGSO_R,45023,myco. Sp18b,0.99,myco. 27639,0.99,,,,,,,,
2021,29-Sep-21,2021-09-29,2021,armstrong,A00w,A00w,Ornitela_Vultures_Gyps_fulvus_TAU_UCLA_Israel,,202381,08-Sep-20,,,A00,white,Wild,2013,ad,NA,Negev,wild,,pos,47802B,,myco. 47802B,0.99,,myco. M222-5,0.99,,,,,,,,,,,,,,,,2,pos,,79,SB50,486414,MGSO_R,45023,myco. 47802B,0.99,myco. M222-5,0.99,,,,,,,,
