"day" "sampling_date" "id" "degree" "betweenness" "strength" "infection" "age" "sex" "color"
"473" 5 "coroosting_direct_2021_day_5_meters_10_window_14" "E10w" 0.0625 0 0.0154639175257732 1 "Juvenile" "m" "red"
"41" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "J17w" 0.136986301369863 0.122721385511576 0.0142450142450142 1 "Juvenile" "m" "red"
"8" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "E45w" 0.219178082191781 0.118577976166041 0.0270655270655271 1 "Juvenile" "f" "red"
"9" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "T50b" 0.123287671232877 0.0286199492589705 0.0156695156695157 1 "Adult" "m" "red"
"15" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "E13w" 0.136986301369863 0.0247757236825631 0.0242165242165242 1 "Juvenile" "m" "red"
"36" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "J06w" 0.150684931506849 0.029854626601202 0.0256410256410256 0 "Adult" "f" "blue"
"481" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "E38w" 0.0958904109589041 0.00468064548150141 0.0128205128205128 1 "Juvenile" "m" "red"
"70" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "E17w" 0.0410958904109589 0.00160570023583722 0.00854700854700855 1 "Adult" "m" "red"
"72" 1 "coroosting_direct_2022_day_1_meters_10_window_14" "K39" 0.0136986301369863 0 0.00142450142450142 1 "Adult" "f" "red"
"310" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "Y27b" 0.115384615384615 0.0367966245151753 0.0250836120401338 1 "Juvenile" NA "red"
"410" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "E47w" 0.0769230769230769 0.0533078947570802 0.0100334448160535 1 "Juvenile" "f" "red"
"510" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J00w" 0.141025641025641 0.0875328902323966 0.020066889632107 0 "Juvenile" "m" "blue"
"710" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "E12w" 0.0897435897435897 0.0202318737153684 0.0133779264214047 0 "Juvenile" "m" "blue"
"91" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J39w" 0.115384615384615 0.0501185377261139 0.0150501672240803 1 "Juvenile" "m" "red"
"111" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A56w" 0.0384615384615385 0.00306298514800539 0.00668896321070234 0 "Adult" "m" "blue"
"131" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J34w" 0.128205128205128 0.0424459484172217 0.0183946488294314 1 "Juvenile" "f" "red"
"141" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A03w" 0.217948717948718 0.0819843814680248 0.040133779264214 1 "Adult" "f" "red"
"151" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J29w" 0.115384615384615 0.0193828912985343 0.0183946488294314 0 "Adult" "f" "blue"
"161" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J11w" 0.128205128205128 0.0231533387679099 0.020066889632107 1 "Adult" "m" "red"
"171" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T19b" 0.128205128205128 0.0655805514526515 0.020066889632107 1 "Adult" "m" "red"
"241" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A31w" 0.0769230769230769 0.0194423071568572 0.0100334448160535 0 "Juvenile" "m" "blue"
"251" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T25b" 0.128205128205128 0.037399367594946 0.0217391304347826 0 "Adult" "f" "blue"
"261" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T51b" 0.0641025641025641 0.0235516880504246 0.00836120401337793 1 "Adult" "m" "red"
"271" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T53b" 0.0897435897435897 0.0436395382317108 0.0133779264214047 0 "Adult" "m" "blue"
"2811" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A19w" 0.115384615384615 0.0230166658738087 0.0284280936454849 0 "Adult" "f" "blue"
"291" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A35w" 0.141025641025641 0.0163627935892436 0.0284280936454849 0 "Juvenile" "f" "blue"
"3011" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J50w" 0.102564102564103 0.0182815869540909 0.020066889632107 1 "Juvenile" "m" "red"
"311" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J52w" 0.128205128205128 0.0385922121714967 0.0217391304347826 1 "Juvenile" "m" "red"
"321" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J54w" 0.0384615384615385 0 0.00501672240802676 0 "Juvenile" "f" "blue"
"341" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T13w" 0.192307692307692 0.0579665346567238 0.0301003344481605 1 "Adult" "m" "red"
"381" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J17w" 0.115384615384615 0.0258672743878714 0.0167224080267559 1 "Juvenile" "m" "red"
"391" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "E51w" 0.115384615384615 0.123379973236734 0.0183946488294314 1 "Adult" "f" "red"
"401" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T99b" 0.0384615384615385 0.00145118335530864 0.00501672240802676 0 "Adult" "m" "blue"
"4111" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A57w" 0.102564102564103 0.0154851910662277 0.0183946488294314 1 "Adult" "f" "red"
"421" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "E15w" 0.0897435897435897 0.0114795870461258 0.0167224080267559 0 "Adult" "m" "blue"
"441" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T76w" 0.128205128205128 0.0285769959791185 0.0217391304347826 1 "Juvenile" "m" "red"
"461" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A53w" 0.0897435897435897 0.0229213407010069 0.0117056856187291 0 "Juvenile" NA "blue"
"471" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J31w" 0.102564102564103 0.0484713310343562 0.0150501672240803 1 "Adult" "m" "red"
"501" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T90b" 0.0256410256410256 0 0.00501672240802676 0 "Adult" "m" "blue"
"531" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "E06w" 0.0641025641025641 0.0267034907159488 0.00836120401337793 1 "Adult" "m" "red"
"601" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A73w" 0.0769230769230769 0.0133201879705376 0.0117056856187291 0 "Adult" "f" "blue"
"6311" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "E05w" 0.0128205128205128 0 0.00167224080267559 1 "Juvenile" "f" "red"
"651" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "T14w" 0.0128205128205128 0 0.00167224080267559 1 "Adult" "m" "red"
"661" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A50w" 0.0384615384615385 0.00292485292485292 0.00836120401337793 0 "Adult" "m" "blue"
"691" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "K39" 0.0128205128205128 0 0.00167224080267559 0 "Adult" "f" "blue"
"721" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "A39w" 0.0128205128205128 0 0.00167224080267559 1 "Juvenile" "m" "red"
"741" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J79w" 0.0256410256410256 0.0492840492840493 0.00334448160535117 0 "Adult" "m" "blue"
"75" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "Y26b" 0.0128205128205128 0 0.00167224080267559 0 "Juvenile" "f" "blue"
"77" 2 "coroosting_direct_2022_day_2_meters_10_window_14" "J16w" 0.0128205128205128 0 0.00167224080267559 0 "Juvenile" "m" "blue"
