"day" "sampling_date" "id" "degree" "betweenness" "strength" "infection" "age" "sex" "color"
"17" 1 "cofeeding_direct_2021_day_1_meters_25_window_7" "A05w" 0.923076923076923 0 0.0265673374613003 1 "Adult" NA "red"
"27" 1 "cofeeding_direct_2021_day_1_meters_25_window_7" "A15w" 0.269230769230769 0.0276923076923077 0.00255417956656347 1 "Adult" "m" "red"
"410" 2 "cofeeding_direct_2021_day_2_meters_25_window_7" "Y27b" 0.195121951219512 0 0.0194560387774337 1 "Juvenile" NA "red"
"171" 2 "cofeeding_direct_2021_day_2_meters_25_window_7" "A03w" 0.536585365853659 0 0.057425609263498 1 "Adult" "f" "red"
"311" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "E02w" 0.454545454545455 0 0.0720145852324521 1 "Adult" NA "red"
"102" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "A33w" 0.454545454545455 0 0.0768763293831662 1 "Juvenile" NA "red"
"113" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "A39w" 0.477272727272727 0 0.0608477666362808 1 "Juvenile" "m" "red"
"122" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "A53w" 0.431818181818182 0.0878586529749321 0.0275752051048314 0 "Juvenile" NA "blue"
"172" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "A35w" 0.545454545454545 0.00105708245243129 0.0767243998784564 1 "Juvenile" "f" "red"
"222" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "J06w" 0.340909090909091 0.000792811839323467 0.0107110300820419 1 "Adult" "f" "red"
"232" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "J15w" 0.295454545454545 0 0.00865998176845944 0 "Adult" NA "blue"
"262" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "J17w" 0.295454545454545 0 0.0199027651169857 1 "Juvenile" "m" "red"
"321" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "A32w" 0.0681818181818182 0 0.00554542692190823 1 "Adult" NA "red"
"331" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "E05w" 0.0909090909090909 0.124207188160677 0.00493770890306898 1 "Juvenile" "f" "red"
"401" 3 "cofeeding_direct_2021_day_3_meters_25_window_7" "E00w" 0.136363636363636 0.0604298801973221 0.00486174415071407 1 "Juvenile" "f" "red"
"53" 4 "cofeeding_direct_2021_day_4_meters_25_window_7" "J39w" 0.387096774193548 0.0645161290322581 0.0339855818743563 1 "Juvenile" "m" "red"
"216" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "T15w" 0.208333333333333 0.00929066500875011 0.012959614225437 0 "Adult" "f" "blue"
"54" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "E13w" 0.229166666666667 0.115113905007522 0.0277275467148885 1 "Juvenile" "m" "red"
"74" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "T53b" 0.4375 0.301325565687268 0.0304400241109102 1 "Adult" "m" "red"
"84" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "A22w" 0.395833333333333 0.00553272082527402 0.0446051838456902 0 "Adult" NA "blue"
"94" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "A10w" 0.1875 0 0.0147679324894515 0 "Adult" NA "blue"
"104" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "A16w" 0.1875 0 0.0201928872814949 1 "Adult" "f" "red"
"117" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "A55w" 0.270833333333333 0.126577227441589 0.0147679324894515 1 "Adult" "m" "red"
"134" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "J38w" 0.208333333333333 0.00812647754137116 0.015370705244123 1 "Adult" NA "red"
"144" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "T14w" 0.229166666666667 0.0430703309692671 0.0235081374321881 0 "Adult" "m" "blue"
"283" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "E11w" 0.291666666666667 0.0898345153664303 0.0394816154309825 1 "Juvenile" "m" "red"
"303" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "E12w" 0.270833333333333 0.0515487320008597 0.0210970464135021 1 "Juvenile" "m" "red"
"352" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "A29w" 0.145833333333333 0.0318768996960486 0.00391802290536468 1 "Adult" "f" "red"
"48" 5 "cofeeding_direct_2021_day_5_meters_25_window_7" "A58w" 0.0208333333333333 0 0.000301386377335744 1 "Juvenile" NA "red"
"3" 1 "cofeeding_direct_2022_day_1_meters_25_window_7" "J06w" 0.0638297872340425 0.00364326161042165 0.00578978622327791 0 "Adult" "f" "blue"
"15" 1 "cofeeding_direct_2022_day_1_meters_25_window_7" "E45w" 0.382978723404255 0.00681172127286836 0.0233076009501188 1 "Juvenile" "f" "red"
"173" 1 "cofeeding_direct_2022_day_1_meters_25_window_7" "J17w" 0.723404255319149 0.00214755950186107 0.0469121140142518 1 "Juvenile" "m" "red"
"29" 1 "cofeeding_direct_2022_day_1_meters_25_window_7" "E13w" 0.51063829787234 0.0161545515847088 0.0124703087885986 1 "Juvenile" "m" "red"
"30" 1 "cofeeding_direct_2022_day_1_meters_25_window_7" "E38w" 0.51063829787234 0.0171386415003436 0.0267220902612827 1 "Juvenile" "m" "red"
"39" 1 "cofeeding_direct_2022_day_1_meters_25_window_7" "T50b" 0.340425531914894 0.0828091360792563 0.00668052256532066 1 "Adult" "m" "red"
"210" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E06w" 0.387096774193548 0 0.0250334896182184 1 "Adult" "m" "red"
"310" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T19b" 0.354838709677419 0.00414076734573204 0.0222705961152043 1 "Adult" "m" "red"
"4101" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T14w" 0.596774193548387 0.00467034067642211 0.016158740790355 1 "Adult" "m" "red"
"71" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A50w" 0.467741935483871 0.036801844668053 0.0149028801071668 0 "Adult" "m" "blue"
"91" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A56w" 0.548387096774194 0.00453300833818456 0.0188379102478232 0 "Adult" "m" "blue"
"101" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A73w" 0.435483870967742 0.00797470054476929 0.0145679839249833 0 "Adult" "f" "blue"
"111" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E15w" 0.5 0.000119243890046764 0.0672304085733423 0 "Adult" "m" "blue"
"161" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E51w" 0.629032258064516 0.00698547002090101 0.0252009377093101 1 "Adult" "f" "red"
"181" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J11w" 0.532258064516129 0.00103827073684292 0.0179169457468185 1 "Adult" "m" "red"
"201" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T13w" 0.564516129032258 0.00120531995629205 0.0745981245813798 1 "Adult" "m" "red"
"231" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "Y27b" 0.548387096774194 0.0121805018548883 0.0171634293369056 1 "Juvenile" NA "red"
"241" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J00w" 0.483870967741935 0.00912629000942063 0.0134795713328868 0 "Juvenile" "m" "blue"
"271" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T76w" 0.354838709677419 0.120832354999618 0.0043536503683858 1 "Juvenile" "m" "red"
"3211" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J39w" 0.5 0.213566892188148 0.00577695914266577 1 "Juvenile" "m" "red"
"361" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E12w" 0.483870967741935 0.0338445677948587 0.0342431346282652 0 "Juvenile" "m" "blue"
"381" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J31w" 0.17741935483871 0 0.00736771600803751 1 "Adult" "m" "red"
"391" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T53b" 0.209677419354839 0.0283580999417625 0.0120562625586068 0 "Adult" "m" "blue"
"4011" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "Y26b" 0.306451612903226 0.000837299488806628 0.00787006028131279 0 "Juvenile" "f" "blue"
"421" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A35w" 0.209677419354839 0 0.00586068318821165 0 "Juvenile" "f" "blue"
"441" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A53w" 0.193548387096774 0.0571126388154416 0.0113027461486939 0 "Juvenile" NA "blue"
"451" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E47w" 0.145161290322581 0.00219460602855632 0.0130609511051574 1 "Juvenile" "f" "red"
"461" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A03w" 0.435483870967742 0.0124397651235303 0.00996316141995981 1 "Adult" "f" "red"
"481" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J17w" 0.435483870967742 0.0220636647857695 0.00619557937039518 1 "Juvenile" "m" "red"
"49" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J34w" 0.5 0.0208635768236975 0.012642330877428 1 "Juvenile" "f" "red"
"51" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A31w" 0.032258064516129 0 0.000502344273275285 0 "Juvenile" "m" "blue"
"52" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T25b" 0.0645161290322581 0.00192808197598691 0.000669792364367046 0 "Adult" "f" "blue"
"531" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A57w" 0.0967741935483871 0 0.0537508372404555 1 "Adult" "f" "red"
"541" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "A19w" 0.032258064516129 0 0.00418620227729404 0 "Adult" "f" "blue"
"55" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "J16w" 0.032258064516129 0 0.00343268586738111 0 "Juvenile" "m" "blue"
"59" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E00w" 0.0161290322580645 0 0.00535833891493637 0 "Juvenile" "f" "blue"
"60" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "T99b" 0.0161290322580645 0 8.37240455458808e-05 0 "Adult" "m" "blue"
"62" 2 "cofeeding_direct_2022_day_2_meters_25_window_7" "E05w" 0.0161290322580645 0 0.000586068318821165 1 "Juvenile" "f" "red"
