"day" "sampling_date" "id" "degree" "betweenness" "strength" "infection" "age" "sex" "color"
"403" 5 "cofeeding_indirect_2021_day_5_meters_75_window_14" "E10w" 0.0192307692307692 0 0.000165471594043023 1 "Juvenile" "m" "red"
"443" 5 "cofeeding_indirect_2021_day_5_meters_75_window_14" "A29w" 0.0384615384615385 0 0.000496414782129068 1 "Adult" "f" "red"
"502" 5 "cofeeding_indirect_2021_day_5_meters_75_window_14" "A58w" 0.0192307692307692 0 0.0413127413127413 1 "Juvenile" NA "red"
"15" 1 "cofeeding_indirect_2022_day_1_meters_75_window_14" "E45w" 0.126984126984127 0 0.0089550395256917 1 "Juvenile" "f" "red"
"17" 1 "cofeeding_indirect_2022_day_1_meters_75_window_14" "J17w" 0.206349206349206 0 0.0185276679841897 1 "Juvenile" "m" "red"
"20" 1 "cofeeding_indirect_2022_day_1_meters_75_window_14" "T50b" 0.174603174603175 0.0104722892741326 0.00382905138339921 1 "Adult" "m" "red"
"22" 1 "cofeeding_indirect_2022_day_1_meters_75_window_14" "E13w" 0.380952380952381 0 0.0482954545454545 1 "Juvenile" "m" "red"
"29" 1 "cofeeding_indirect_2022_day_1_meters_75_window_14" "K39" 0.412698412698413 0.202400458391242 0.078125 1 "Adult" "f" "red"
"48" 1 "cofeeding_indirect_2022_day_1_meters_75_window_14" "J06w" 0.0793650793650794 0.0219150025601639 0.00154397233201581 0 "Adult" "f" "blue"
"310" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E06w" 0.324324324324324 0.0458550438002493 0.0047887323943662 1 "Adult" "m" "red"
"410" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E12w" 0.310810810810811 0.017443608881965 0.00532193158953722 0 "Juvenile" "m" "blue"
"510" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J31w" 0.243243243243243 0.00155497963717142 0.0026056338028169 1 "Adult" "m" "red"
"6101" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T19b" 0.513513513513513 0.205085311249695 0.0254024144869215 1 "Adult" "m" "red"
"111" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E51w" 0.22972972972973 0 0.016056338028169 1 "Adult" "f" "red"
"121" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T76w" 0.216216216216216 0.0221509670139807 0.00255533199195171 1 "Juvenile" "m" "red"
"141" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A53w" 0.0675675675675676 0.0232823821864918 0.000744466800804829 0 "Juvenile" NA "blue"
"181" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E47w" 0.0135135135135135 0 0.000100603621730382 1 "Juvenile" "f" "red"
"191" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A35w" 0.283783783783784 0 0.0183702213279678 0 "Juvenile" "f" "blue"
"211" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "Y27b" 0.391891891891892 0 0.0171428571428571 1 "Juvenile" NA "red"
"221" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J17w" 0.22972972972973 0.0222689421319558 0.00121730382293763 1 "Juvenile" "m" "red"
"231" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A03w" 0.621621621621622 0.0492683752957725 0.091579476861167 1 "Adult" "f" "red"
"241" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J11w" 0.297297297297297 0.0327568272773752 0.00272635814889336 1 "Adult" "m" "red"
"261" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J16w" 0.0945945945945946 0.0385154234469303 0.000543259557344064 0 "Juvenile" "m" "blue"
"271" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A31w" 0.243243243243243 0.000401086017524374 0.0162977867203219 0 "Juvenile" "m" "blue"
"3011" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J00w" 0.297297297297297 0.0238419926776091 0.00290744466800805 0 "Juvenile" "m" "blue"
"311" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A55w" 0.202702702702703 0 0.00506036217303823 0 "Adult" "m" "blue"
"3411" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J54w" 0.0675675675675676 0 0.00272635814889336 0 "Juvenile" "f" "blue"
"3611" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J52w" 0.0810810810810811 0.030412818084051 0.000301810865191147 1 "Juvenile" "m" "red"
"371" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J39w" 0.256756756756757 0.167055611918626 0.00129778672032193 1 "Juvenile" "m" "red"
"391" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "Y26b" 0.283783783783784 0 0.011851106639839 0 "Juvenile" "f" "blue"
"401" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J50w" 0.0135135135135135 0 2.01207243460765e-05 1 "Juvenile" "m" "red"
"4311" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A50w" 0.486486486486487 0 0.0343863179074447 0 "Adult" "m" "blue"
"4411" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A73w" 0.486486486486487 0 0.119114688128773 0 "Adult" "f" "blue"
"471" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "J34w" 0.513513513513513 0.024435394298408 0.0415090543259557 1 "Juvenile" "f" "red"
"481" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T14w" 0.5 0 0.0774547283702213 1 "Adult" "m" "red"
"491" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T25b" 0.5 0 0.036841046277666 0 "Adult" "f" "blue"
"501" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T51b" 0.486486486486487 0.0418293048430034 0.00470824949698189 1 "Adult" "m" "red"
"5111" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T53b" 0.527027027027027 0.105781221534646 0.0260865191146881 0 "Adult" "m" "blue"
"531" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A57w" 0.22972972972973 0 0.00903420523138833 1 "Adult" "f" "red"
"561" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T13w" 0.22972972972973 0.013013698630137 0.0142756539235412 1 "Adult" "m" "red"
"571" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T90b" 0.216216216216216 0 0.0185915492957746 0 "Adult" "m" "blue"
"581" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "T99b" 0.243243243243243 0.266460554131787 0.000643863179074447 0 "Adult" "m" "blue"
"591" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A56w" 0.0540540540540541 0.0397297137023165 7.04225352112676e-05 0 "Adult" "m" "blue"
"6111" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E15w" 0.202702702702703 0 0.015010060362173 0 "Adult" "m" "blue"
"69" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "A39w" 0.0135135135135135 0 1.00603621730382e-05 1 "Juvenile" "m" "red"
"721" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E00w" 0.0135135135135135 0 0.0324346076458753 0 "Juvenile" "f" "blue"
"73" 2 "cofeeding_indirect_2022_day_2_meters_75_window_14" "E05w" 0.027027027027027 0 0.00470824949698189 1 "Juvenile" "f" "red"
