"day" "sampling_date" "id" "degree" "betweenness" "strength" "infection" "age" "sex" "color"
"2" 1 "coroosting_indirect_2021_day_1_meters_75_window_14" "A05w" 0.888888888888889 0.0740740740740741 0.064390665514261 1 "Adult" NA "red"
"17" 1 "coroosting_indirect_2021_day_1_meters_75_window_14" "A15w" 0.740740740740741 0 0.0656871218668972 1 "Adult" "m" "red"
"410" 2 "coroosting_indirect_2021_day_2_meters_75_window_14" "A03w" 0.895833333333333 0 0.0357018156424581 1 "Adult" "f" "red"
"32" 2 "coroosting_indirect_2021_day_2_meters_75_window_14" "Y27b" 0.791666666666667 0.00390721743780254 0.028020251396648 1 "Juvenile" NA "red"
"411" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "E02w" 0.685714285714286 0.000225771468007493 0.0344738651994498 1 "Adult" NA "red"
"73" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "A02w" 0.571428571428571 0.0318653290679094 0.00765130674002751 1 "Juvenile" NA "red"
"82" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "A03w" 0.7 0.00939432523633141 0.0216643741403026 1 "Adult" "f" "red"
"102" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "A08w" 0.714285714285714 0.0763992113687418 0.00980055020632737 1 "Juvenile" NA "red"
"122" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "A31w" 0.742857142857143 0.00650540283484301 0.0207187070151307 1 "Juvenile" "m" "red"
"132" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "A33w" 0.628571428571429 0.00361749293045639 0.0145288858321871 1 "Juvenile" NA "red"
"142" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "A53w" 0.757142857142857 0.00702530531804252 0.0208906464924347 0 "Juvenile" NA "blue"
"172" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "E00w" 0.785714285714286 0.0280393364777757 0.0207187070151307 1 "Juvenile" "f" "red"
"182" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "J06w" 0.842857142857143 0.00920701465719762 0.0331843191196699 1 "Adult" "f" "red"
"192" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "J12w" 0.528571428571429 0.0037558390922466 0.0116059147180193 0 "Adult" "f" "blue"
"202" 3 "coroosting_indirect_2021_day_3_meters_75_window_14" "J15w" 0.771428571428571 0.00651024866885497 0.0232118294360385 0 "Adult" NA "blue"
